0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9.0,7.0,13.0,2.0,4.0,1.0,11.0,8.0,6.0,15.0,5.0,14.0,12.0,10.0,3.0,9.0,61.0
7.0,9.0,8.0,4.0,12.0,1.0,5.0,10.0,6.0,15.0,3.0,14.0,13.0,2.0,11.0,9.0,60.88
9.0,4.0,12.0,3.0,7.0,1.0,5.0,8.0,6.0,15.0,10.0,14.0,11.0,2.0,13.0,9.0,57.88
12.0,9.0,13.0,2.0,4.0,1.0,6.0,8.0,5.0,15.0,3.0,10.0,14.0,7.0,11.0,9.0,60.25
15.0,14.0,13.0,4.0,3.0,11.0,8.0,5.0,10.0,9.0,1.0,12.0,6.0,7.0,2.0,9.0,75.1
9.0,7.0,12.0,3.0,10.0,1.0,5.0,8.0,6.0,15.0,2.0,14.0,11.0,4.0,13.0,9.0,47.84
9.0,7.0,2.0,11.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,12.0,10.0,13.0,9.0,62.44
12.0,4.0,13.0,2.0,9.0,1.0,3.0,8.0,6.0,15.0,5.0,10.0,14.0,7.0,11.0,9.0,62.0
15.0,14.0,13.0,3.0,4.0,1.0,5.0,8.0,10.0,9.0,11.0,12.0,6.0,7.0,2.0,9.0,82.5
9.0,7.0,12.0,2.0,3.0,11.0,8.0,5.0,6.0,15.0,10.0,14.0,1.0,4.0,13.0,9.0,71.7
9.0,7.0,13.0,2.0,4.0,1.0,3.0,8.0,6.0,15.0,5.0,14.0,11.0,12.0,10.0,9.0,56.22
4.0,7.0,2.0,11.0,9.0,1.0,5.0,8.0,12.0,15.0,3.0,14.0,6.0,10.0,13.0,9.0,67.3
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,11.0,12.0,10.0,9.0,52.0
7.0,9.0,13.0,2.0,12.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,4.0,11.0,9.0,55.28
9.0,7.0,12.0,2.0,3.0,11.0,6.0,8.0,5.0,4.0,1.0,14.0,10.0,15.0,13.0,9.0,69.56
14.0,4.0,2.0,9.0,12.0,3.0,8.0,5.0,6.0,15.0,10.0,1.0,7.0,13.0,11.0,9.0,62.4
15.0,14.0,13.0,1.0,12.0,3.0,8.0,5.0,10.0,9.0,11.0,4.0,6.0,7.0,2.0,9.0,87.44
14.0,12.0,2.0,9.0,4.0,1.0,8.0,5.0,6.0,15.0,10.0,3.0,7.0,13.0,11.0,9.0,67.7
9.0,7.0,12.0,2.0,4.0,1.0,11.0,10.0,6.0,15.0,8.0,14.0,5.0,3.0,13.0,9.0,64.6
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,11.0,14.0,12.0,10.0,3.0,9.0,53.94
9.0,7.0,13.0,2.0,4.0,1.0,11.0,10.0,6.0,15.0,5.0,14.0,12.0,8.0,3.0,9.0,66.1
9.0,7.0,12.0,2.0,4.0,1.0,11.0,10.0,6.0,15.0,8.0,14.0,5.0,3.0,13.0,9.0,64.6
9.0,7.0,13.0,2.0,4.0,1.0,5.0,3.0,6.0,15.0,8.0,14.0,11.0,12.0,10.0,10.0,58.0
9.0,7.0,12.0,2.0,4.0,1.0,11.0,10.0,6.0,15.0,3.0,14.0,5.0,8.0,13.0,10.0,60.28
12.0,15.0,13.0,2.0,4.0,1.0,8.0,5.0,10.0,9.0,3.0,6.0,14.0,7.0,11.0,10.0,62.5
9.0,14.0,13.0,4.0,3.0,11.0,5.0,8.0,6.0,15.0,1.0,12.0,10.0,7.0,2.0,10.0,70.44
9.0,7.0,13.0,2.0,12.0,10.0,5.0,8.0,6.0,15.0,4.0,1.0,11.0,3.0,14.0,10.0,62.16
14.0,4.0,2.0,9.0,12.0,3.0,8.0,5.0,6.0,15.0,1.0,10.0,7.0,13.0,11.0,10.0,64.9
9.0,7.0,13.0,2.0,12.0,3.0,8.0,5.0,6.0,15.0,10.0,14.0,4.0,11.0,1.0,10.0,66.8
14.0,12.0,2.0,9.0,4.0,1.0,11.0,10.0,6.0,15.0,3.0,5.0,7.0,13.0,8.0,10.0,81.8
14.0,15.0,13.0,2.0,4.0,1.0,11.0,10.0,6.0,12.0,3.0,8.0,7.0,9.0,5.0,10.0,74.5
13.0,7.0,2.0,9.0,12.0,3.0,6.0,8.0,5.0,15.0,11.0,14.0,4.0,10.0,1.0,10.0,73.0
9.0,7.0,13.0,4.0,10.0,1.0,5.0,8.0,6.0,15.0,11.0,14.0,12.0,2.0,3.0,10.0,54.44
9.0,7.0,13.0,2.0,4.0,1.0,11.0,8.0,5.0,15.0,3.0,14.0,10.0,12.0,6.0,10.0,61.38
9.0,7.0,13.0,2.0,4.0,1.0,5.0,12.0,14.0,15.0,11.0,6.0,8.0,10.0,3.0,10.0,81.44
11.0,4.0,10.0,14.0,13.0,7.0,12.0,8.0,6.0,9.0,3.0,2.0,15.0,5.0,1.0,10.0,77.6
11.0,4.0,10.0,6.0,13.0,7.0,8.0,12.0,14.0,9.0,3.0,2.0,15.0,5.0,1.0,10.0,57.97
9.0,7.0,13.0,4.0,10.0,1.0,5.0,8.0,11.0,15.0,3.0,14.0,2.0,12.0,6.0,10.0,61.25
12.0,9.0,13.0,3.0,7.0,1.0,11.0,10.0,5.0,15.0,2.0,8.0,14.0,4.0,6.0,10.0,71.5
9.0,7.0,13.0,2.0,4.0,1.0,6.0,8.0,11.0,15.0,5.0,14.0,12.0,10.0,3.0,10.0,60.84
9.0,7.0,13.0,2.0,11.0,10.0,5.0,8.0,6.0,15.0,4.0,14.0,12.0,1.0,3.0,10.0,58.8
9.0,7.0,13.0,2.0,12.0,1.0,11.0,10.0,6.0,15.0,5.0,8.0,4.0,3.0,14.0,10.0,72.2
12.0,9.0,13.0,2.0,4.0,1.0,11.0,10.0,6.0,15.0,3.0,8.0,14.0,7.0,5.0,10.0,68.4
9.0,4.0,12.0,3.0,7.0,1.0,6.0,8.0,5.0,15.0,2.0,14.0,11.0,10.0,13.0,10.0,53.0
9.0,4.0,1.0,6.0,13.0,8.0,10.0,12.0,14.0,15.0,2.0,5.0,11.0,3.0,7.0,10.0,75.8
11.0,4.0,12.0,3.0,7.0,1.0,6.0,8.0,5.0,9.0,10.0,13.0,15.0,14.0,2.0,10.0,68.1
15.0,14.0,13.0,3.0,4.0,1.0,8.0,11.0,10.0,9.0,5.0,12.0,6.0,7.0,2.0,10.0,82.0
9.0,7.0,13.0,2.0,4.0,1.0,5.0,10.0,6.0,15.0,11.0,14.0,12.0,8.0,3.0,10.0,61.5
4.0,9.0,2.0,11.0,7.0,1.0,6.0,8.0,5.0,15.0,3.0,14.0,12.0,10.0,13.0,10.0,61.7
11.0,4.0,12.0,5.0,9.0,1.0,3.0,8.0,6.0,7.0,10.0,13.0,15.0,14.0,2.0,10.0,73.5
3.0,7.0,2.0,9.0,4.0,1.0,5.0,8.0,6.0,15.0,13.0,14.0,11.0,12.0,10.0,10.0,58.34
14.0,12.0,13.0,3.0,4.0,1.0,8.0,5.0,6.0,15.0,10.0,9.0,7.0,2.0,11.0,10.0,72.6
9.0,7.0,13.0,2.0,4.0,5.0,3.0,8.0,6.0,15.0,1.0,10.0,11.0,12.0,14.0,10.0,58.66
10.0,4.0,2.0,9.0,12.0,3.0,8.0,1.0,6.0,15.0,5.0,14.0,7.0,13.0,11.0,10.0,80.75
9.0,7.0,12.0,3.0,10.0,1.0,5.0,8.0,6.0,15.0,4.0,14.0,11.0,2.0,13.0,10.0,48.62
9.0,7.0,12.0,4.0,10.0,1.0,5.0,8.0,6.0,15.0,2.0,14.0,11.0,3.0,13.0,10.0,48.3
9.0,7.0,12.0,3.0,10.0,1.0,5.0,8.0,15.0,6.0,4.0,14.0,11.0,2.0,13.0,10.0,55.06
9.0,7.0,13.0,2.0,4.0,1.0,11.0,8.0,6.0,15.0,5.0,14.0,12.0,10.0,3.0,10.0,61.0
9.0,4.0,12.0,3.0,7.0,1.0,6.0,8.0,5.0,15.0,13.0,14.0,11.0,2.0,10.0,10.0,49.44
11.0,7.0,2.0,9.0,4.0,1.0,5.0,8.0,6.0,3.0,10.0,13.0,15.0,14.0,12.0,10.0,72.1
9.0,7.0,13.0,2.0,4.0,1.0,8.0,5.0,6.0,15.0,3.0,14.0,11.0,12.0,10.0,10.0,51.47
12.0,15.0,13.0,2.0,4.0,1.0,3.0,8.0,10.0,9.0,5.0,6.0,14.0,7.0,11.0,10.0,65.6
3.0,7.0,2.0,9.0,4.0,1.0,5.0,8.0,6.0,15.0,13.0,14.0,11.0,12.0,10.0,10.0,58.34
9.0,7.0,13.0,2.0,4.0,1.0,6.0,8.0,11.0,15.0,5.0,14.0,12.0,10.0,3.0,10.0,60.84
9.0,7.0,12.0,3.0,10.0,1.0,4.0,8.0,6.0,15.0,5.0,14.0,11.0,2.0,13.0,10.0,52.88
9.0,7.0,13.0,2.0,5.0,1.0,3.0,8.0,15.0,6.0,4.0,14.0,11.0,12.0,10.0,10.0,63.4
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,12.0,11.0,10.0,49.9
9.0,7.0,12.0,4.0,10.0,1.0,11.0,8.0,5.0,15.0,3.0,14.0,6.0,2.0,13.0,10.0,63.06
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,11.0,14.0,12.0,10.0,3.0,10.0,53.94
9.0,7.0,12.0,3.0,8.0,1.0,11.0,10.0,6.0,15.0,4.0,14.0,5.0,2.0,13.0,10.0,60.5
9.0,7.0,13.0,2.0,4.0,1.0,5.0,3.0,6.0,15.0,8.0,14.0,11.0,10.0,12.0,10.0,56.25
9.0,7.0,12.0,3.0,10.0,1.0,5.0,8.0,6.0,15.0,4.0,14.0,11.0,13.0,2.0,10.0,54.62
9.0,6.0,13.0,2.0,7.0,8.0,5.0,3.0,4.0,15.0,1.0,14.0,11.0,12.0,10.0,10.0,60.7
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,11.0,10.0,12.0,10.0,50.25
12.0,4.0,8.0,6.0,7.0,1.0,11.0,10.0,5.0,15.0,3.0,13.0,9.0,14.0,2.0,10.0,77.6
11.0,15.0,7.0,3.0,13.0,8.0,10.0,12.0,14.0,9.0,2.0,1.0,5.0,4.0,6.0,10.0,50.4
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,11.0,10.0,12.0,10.0,50.25
9.0,7.0,13.0,2.0,4.0,1.0,5.0,3.0,6.0,15.0,8.0,14.0,11.0,12.0,10.0,10.0,58.0
9.0,10.0,12.0,3.0,7.0,1.0,5.0,8.0,6.0,15.0,2.0,14.0,11.0,4.0,13.0,10.0,55.25
11.0,4.0,12.0,3.0,10.0,1.0,6.0,8.0,5.0,9.0,7.0,13.0,15.0,14.0,2.0,10.0,75.5
5.0,15.0,2.0,9.0,12.0,3.0,6.0,8.0,14.0,4.0,1.0,10.0,7.0,13.0,11.0,10.0,74.1
11.0,4.0,10.0,6.0,13.0,7.0,8.0,12.0,5.0,9.0,3.0,2.0,15.0,14.0,1.0,10.0,55.84
9.0,4.0,13.0,2.0,7.0,11.0,5.0,8.0,6.0,15.0,1.0,14.0,3.0,12.0,10.0,10.0,59.8
9.0,14.0,13.0,6.0,11.0,8.0,5.0,3.0,4.0,15.0,1.0,12.0,10.0,7.0,2.0,10.0,65.44
11.0,6.0,12.0,4.0,13.0,7.0,8.0,10.0,14.0,9.0,3.0,2.0,15.0,5.0,1.0,10.0,59.94
9.0,7.0,10.0,6.0,12.0,1.0,5.0,8.0,4.0,15.0,3.0,14.0,11.0,2.0,13.0,10.0,58.47
7.0,9.0,13.0,2.0,12.0,1.0,5.0,8.0,4.0,15.0,3.0,14.0,10.0,6.0,11.0,10.0,55.97
3.0,7.0,2.0,1.0,4.0,9.0,5.0,8.0,6.0,15.0,13.0,14.0,11.0,12.0,10.0,10.0,56.34
9.0,7.0,12.0,4.0,10.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,11.0,2.0,13.0,10.0,45.94
9.0,7.0,13.0,4.0,10.0,1.0,5.0,8.0,11.0,15.0,3.0,14.0,2.0,12.0,6.0,10.0,61.25
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,11.0,12.0,10.0,10.0,52.0
9.0,6.0,13.0,2.0,7.0,3.0,5.0,8.0,4.0,15.0,1.0,14.0,10.0,12.0,11.0,10.0,43.12
12.0,15.0,9.0,2.0,14.0,3.0,6.0,8.0,5.0,4.0,1.0,10.0,7.0,13.0,11.0,10.0,56.3
6.0,15.0,5.0,9.0,12.0,2.0,10.0,14.0,13.0,8.0,1.0,7.0,4.0,3.0,11.0,10.0,66.9
9.0,10.0,12.0,2.0,7.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,11.0,4.0,13.0,10.0,51.6
9.0,7.0,10.0,6.0,12.0,1.0,5.0,8.0,4.0,15.0,2.0,14.0,11.0,3.0,13.0,10.0,56.44
3.0,7.0,2.0,9.0,4.0,1.0,5.0,8.0,6.0,15.0,13.0,14.0,11.0,12.0,10.0,10.0,58.34
9.0,7.0,12.0,3.0,10.0,1.0,5.0,8.0,6.0,15.0,4.0,14.0,11.0,2.0,13.0,10.0,48.62
6.0,7.0,5.0,9.0,12.0,2.0,10.0,14.0,13.0,15.0,3.0,8.0,11.0,1.0,4.0,10.0,68.25
9.0,15.0,10.0,6.0,12.0,1.0,5.0,8.0,4.0,14.0,2.0,7.0,13.0,3.0,11.0,10.0,67.4
7.0,9.0,13.0,2.0,8.0,1.0,10.0,12.0,4.0,15.0,3.0,14.0,5.0,6.0,11.0,10.0,63.4
11.0,15.0,7.0,3.0,13.0,12.0,5.0,8.0,14.0,9.0,2.0,1.0,10.0,4.0,6.0,10.0,72.8
15.0,7.0,13.0,14.0,4.0,1.0,11.0,10.0,6.0,9.0,3.0,2.0,12.0,8.0,5.0,10.0,78.2
11.0,4.0,10.0,6.0,13.0,7.0,8.0,12.0,2.0,15.0,5.0,14.0,9.0,3.0,1.0,10.0,64.2
7.0,1.0,13.0,2.0,12.0,11.0,8.0,5.0,4.0,15.0,3.0,14.0,10.0,6.0,9.0,10.0,72.56
15.0,14.0,13.0,3.0,4.0,9.0,5.0,8.0,10.0,11.0,1.0,12.0,6.0,7.0,2.0,10.0,80.9
9.0,4.0,12.0,13.0,7.0,1.0,6.0,8.0,5.0,15.0,3.0,14.0,11.0,2.0,10.0,10.0,58.06
7.0,9.0,3.0,2.0,12.0,1.0,5.0,8.0,4.0,15.0,13.0,14.0,10.0,6.0,11.0,10.0,58.44
9.0,7.0,13.0,2.0,8.0,1.0,5.0,10.0,6.0,15.0,3.0,14.0,11.0,4.0,12.0,10.0,45.8
7.0,9.0,12.0,3.0,10.0,1.0,8.0,13.0,4.0,15.0,2.0,14.0,5.0,6.0,11.0,10.0,69.9
11.0,15.0,7.0,2.0,14.0,3.0,6.0,12.0,13.0,9.0,8.0,1.0,5.0,4.0,10.0,10.0,67.9
12.0,15.0,9.0,3.0,13.0,8.0,10.0,2.0,5.0,4.0,1.0,6.0,7.0,14.0,11.0,10.0,82.75
9.0,4.0,12.0,13.0,7.0,1.0,6.0,8.0,5.0,15.0,3.0,14.0,11.0,2.0,10.0,10.0,58.06
9.0,4.0,12.0,3.0,7.0,1.0,6.0,8.0,5.0,15.0,13.0,14.0,11.0,2.0,10.0,10.0,49.44
9.0,4.0,12.0,3.0,7.0,13.0,5.0,8.0,6.0,15.0,1.0,14.0,11.0,2.0,10.0,10.0,60.84
9.0,4.0,1.0,2.0,7.0,11.0,6.0,8.0,5.0,15.0,13.0,14.0,3.0,12.0,10.0,10.0,61.62
12.0,9.0,13.0,11.0,4.0,3.0,6.0,8.0,5.0,15.0,2.0,14.0,10.0,7.0,1.0,10.0,69.0
4.0,7.0,2.0,3.0,9.0,1.0,5.0,8.0,12.0,15.0,11.0,14.0,6.0,10.0,13.0,10.0,72.6
9.0,7.0,13.0,2.0,12.0,1.0,5.0,8.0,6.0,15.0,11.0,14.0,4.0,10.0,3.0,10.0,58.06
7.0,9.0,3.0,2.0,4.0,1.0,5.0,10.0,12.0,15.0,13.0,14.0,8.0,6.0,11.0,10.0,62.75
9.0,4.0,12.0,13.0,7.0,3.0,6.0,8.0,5.0,15.0,1.0,14.0,11.0,2.0,10.0,10.0,53.94
9.0,4.0,13.0,2.0,7.0,11.0,5.0,8.0,6.0,15.0,3.0,14.0,1.0,12.0,10.0,10.0,61.03
9.0,7.0,10.0,6.0,12.0,1.0,5.0,8.0,4.0,15.0,2.0,14.0,11.0,3.0,13.0,11.0,56.44
9.0,7.0,12.0,3.0,10.0,1.0,5.0,8.0,6.0,15.0,4.0,14.0,11.0,2.0,13.0,11.0,48.62
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,12.0,11.0,11.0,49.9
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,11.0,10.0,12.0,11.0,50.25
9.0,4.0,1.0,2.0,7.0,11.0,5.0,8.0,6.0,15.0,13.0,14.0,3.0,12.0,10.0,11.0,61.8
9.0,7.0,12.0,3.0,10.0,1.0,6.0,8.0,5.0,15.0,4.0,14.0,11.0,2.0,13.0,11.0,51.75
9.0,7.0,13.0,2.0,12.0,1.0,5.0,8.0,4.0,15.0,11.0,14.0,6.0,10.0,3.0,11.0,65.3
9.0,4.0,13.0,2.0,7.0,3.0,5.0,8.0,6.0,15.0,1.0,14.0,10.0,12.0,11.0,11.0,45.12
12.0,9.0,13.0,2.0,7.0,3.0,5.0,8.0,6.0,15.0,1.0,14.0,10.0,4.0,11.0,11.0,48.6
9.0,6.0,13.0,2.0,12.0,1.0,5.0,8.0,4.0,15.0,3.0,14.0,10.0,7.0,11.0,11.0,57.44
6.0,15.0,5.0,2.0,13.0,7.0,8.0,10.0,14.0,12.0,1.0,9.0,4.0,3.0,11.0,11.0,78.8
11.0,6.0,8.0,4.0,14.0,9.0,10.0,12.0,13.0,7.0,3.0,2.0,15.0,5.0,1.0,11.0,64.25
9.0,7.0,13.0,2.0,12.0,1.0,5.0,8.0,6.0,15.0,10.0,14.0,4.0,11.0,3.0,11.0,57.7
9.0,7.0,12.0,1.0,10.0,3.0,8.0,5.0,6.0,15.0,2.0,14.0,11.0,4.0,13.0,11.0,55.2
7.0,9.0,3.0,2.0,4.0,1.0,5.0,10.0,12.0,15.0,13.0,14.0,8.0,6.0,11.0,11.0,62.75
9.0,4.0,1.0,2.0,7.0,11.0,6.0,8.0,5.0,15.0,13.0,14.0,3.0,12.0,10.0,11.0,61.62
6.0,15.0,2.0,4.0,7.0,14.0,3.0,10.0,9.0,5.0,12.0,8.0,1.0,13.0,11.0,11.0,70.75
9.0,4.0,13.0,2.0,12.0,3.0,5.0,8.0,6.0,15.0,1.0,14.0,10.0,7.0,11.0,11.0,53.62
9.0,6.0,13.0,2.0,12.0,1.0,5.0,8.0,4.0,14.0,3.0,15.0,10.0,7.0,11.0,11.0,62.8
9.0,14.0,10.0,6.0,7.0,3.0,5.0,8.0,4.0,15.0,2.0,12.0,13.0,1.0,11.0,11.0,60.44
9.0,4.0,10.0,6.0,13.0,11.0,5.0,8.0,2.0,15.0,1.0,14.0,3.0,12.0,7.0,11.0,77.9
11.0,4.0,13.0,2.0,7.0,10.0,8.0,12.0,14.0,9.0,3.0,6.0,15.0,5.0,1.0,11.0,77.25
7.0,9.0,1.0,2.0,12.0,3.0,5.0,10.0,4.0,15.0,13.0,14.0,8.0,6.0,11.0,11.0,57.44
9.0,12.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,7.0,11.0,11.0,63.0
9.0,10.0,12.0,2.0,7.0,1.0,6.0,11.0,5.0,4.0,3.0,14.0,8.0,15.0,13.0,11.0,57.94
9.0,10.0,4.0,12.0,7.0,13.0,5.0,8.0,6.0,15.0,1.0,14.0,11.0,2.0,3.0,11.0,62.25
9.0,14.0,13.0,2.0,7.0,3.0,5.0,8.0,4.0,15.0,6.0,12.0,10.0,1.0,11.0,11.0,57.4
12.0,9.0,10.0,6.0,7.0,3.0,5.0,8.0,2.0,15.0,1.0,14.0,13.0,4.0,11.0,11.0,58.3
7.0,6.0,2.0,11.0,9.0,1.0,5.0,8.0,12.0,15.0,3.0,14.0,10.0,4.0,13.0,11.0,62.66
12.0,9.0,13.0,2.0,7.0,3.0,5.0,8.0,4.0,15.0,1.0,14.0,6.0,10.0,11.0,11.0,46.56
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,12.0,15.0,3.0,14.0,10.0,6.0,11.0,11.0,60.06
7.0,12.0,2.0,11.0,9.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,4.0,13.0,11.0,63.38
9.0,4.0,12.0,2.0,7.0,3.0,5.0,8.0,6.0,15.0,13.0,14.0,11.0,1.0,10.0,11.0,45.66
9.0,4.0,13.0,3.0,7.0,1.0,6.0,8.0,5.0,15.0,2.0,14.0,10.0,12.0,11.0,11.0,50.8
9.0,7.0,13.0,10.0,12.0,3.0,8.0,5.0,6.0,15.0,2.0,14.0,4.0,11.0,1.0,11.0,69.5
12.0,9.0,13.0,11.0,4.0,3.0,6.0,8.0,5.0,15.0,10.0,14.0,2.0,7.0,1.0,11.0,67.6
9.0,10.0,12.0,2.0,7.0,1.0,6.0,11.0,5.0,15.0,13.0,14.0,8.0,4.0,3.0,11.0,51.66
9.0,15.0,1.0,2.0,7.0,11.0,6.0,8.0,5.0,4.0,3.0,14.0,13.0,12.0,10.0,11.0,64.1
9.0,7.0,12.0,13.0,10.0,1.0,6.0,8.0,5.0,15.0,2.0,11.0,14.0,3.0,4.0,11.0,63.25
9.0,4.0,13.0,2.0,7.0,10.0,5.0,8.0,6.0,15.0,3.0,14.0,1.0,12.0,11.0,11.0,62.62
9.0,4.0,13.0,2.0,7.0,3.0,5.0,8.0,6.0,15.0,1.0,14.0,11.0,10.0,12.0,11.0,45.47
12.0,9.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,7.0,11.0,11.0,57.47
11.0,4.0,12.0,3.0,7.0,1.0,6.0,8.0,5.0,15.0,13.0,14.0,9.0,10.0,2.0,11.0,55.47
15.0,7.0,2.0,9.0,4.0,1.0,5.0,8.0,6.0,3.0,10.0,13.0,11.0,12.0,14.0,11.0,76.1
9.0,4.0,1.0,2.0,7.0,11.0,6.0,8.0,5.0,15.0,3.0,14.0,13.0,12.0,10.0,11.0,63.12
9.0,4.0,13.0,2.0,7.0,11.0,5.0,8.0,6.0,15.0,1.0,14.0,3.0,12.0,10.0,11.0,59.8
9.0,10.0,12.0,4.0,7.0,11.0,5.0,8.0,6.0,15.0,2.0,14.0,1.0,3.0,13.0,11.0,56.75
9.0,4.0,13.0,2.0,10.0,1.0,5.0,8.0,6.0,15.0,11.0,14.0,3.0,12.0,7.0,11.0,65.9
11.0,4.0,10.0,6.0,13.0,7.0,12.0,8.0,14.0,9.0,3.0,2.0,15.0,5.0,1.0,11.0,74.75
9.0,7.0,10.0,6.0,8.0,1.0,5.0,12.0,4.0,15.0,2.0,14.0,11.0,3.0,13.0,11.0,59.88
9.0,12.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,7.0,11.0,11.0,63.0
12.0,9.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,7.0,11.0,11.0,57.47
7.0,9.0,4.0,12.0,2.0,3.0,5.0,10.0,13.0,15.0,1.0,14.0,8.0,6.0,11.0,11.0,77.06
9.0,10.0,1.0,2.0,7.0,13.0,5.0,8.0,6.0,15.0,4.0,14.0,11.0,12.0,3.0,11.0,67.25
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,11.0,10.0,12.0,11.0,50.25
9.0,7.0,13.0,2.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,12.0,11.0,11.0,49.9
9.0,10.0,12.0,4.0,7.0,11.0,5.0,8.0,6.0,15.0,2.0,14.0,1.0,3.0,13.0,11.0,56.75
12.0,9.0,13.0,2.0,7.0,3.0,5.0,8.0,6.0,15.0,1.0,14.0,10.0,4.0,11.0,11.0,48.6
12.0,9.0,13.0,2.0,7.0,3.0,5.0,8.0,6.0,15.0,1.0,14.0,10.0,4.0,11.0,11.0,48.6
9.0,4.0,13.0,2.0,7.0,3.0,5.0,8.0,6.0,15.0,1.0,14.0,11.0,10.0,12.0,11.0,45.47
13.0,12.0,10.0,2.0,14.0,3.0,5.0,8.0,6.0,15.0,1.0,7.0,4.0,9.0,11.0,11.0,72.3
3.0,4.0,6.0,2.0,7.0,9.0,10.0,12.0,13.0,8.0,1.0,14.0,5.0,15.0,11.0,11.0,73.44
11.0,15.0,13.0,3.0,7.0,8.0,10.0,12.0,14.0,9.0,2.0,1.0,5.0,4.0,6.0,11.0,62.03
9.0,13.0,7.0,10.0,12.0,3.0,8.0,5.0,6.0,15.0,2.0,14.0,4.0,11.0,1.0,11.0,80.6
9.0,7.0,13.0,2.0,4.0,1.0,11.0,8.0,5.0,15.0,3.0,14.0,10.0,12.0,6.0,11.0,61.38
12.0,9.0,13.0,3.0,4.0,11.0,6.0,8.0,5.0,15.0,2.0,14.0,10.0,7.0,1.0,11.0,67.9
11.0,7.0,2.0,6.0,12.0,1.0,5.0,8.0,4.0,3.0,10.0,13.0,15.0,14.0,9.0,11.0,72.4
12.0,15.0,10.0,9.0,4.0,1.0,5.0,8.0,6.0,14.0,2.0,7.0,13.0,3.0,11.0,11.0,77.94
12.0,9.0,13.0,2.0,7.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,4.0,11.0,11.0,47.66
9.0,7.0,13.0,2.0,4.0,3.0,5.0,8.0,6.0,15.0,1.0,14.0,10.0,12.0,11.0,11.0,49.28
6.0,15.0,13.0,2.0,7.0,9.0,10.0,12.0,5.0,8.0,1.0,14.0,4.0,3.0,11.0,11.0,65.06
9.0,4.0,5.0,2.0,14.0,3.0,13.0,8.0,6.0,15.0,1.0,7.0,10.0,12.0,11.0,11.0,69.4
12.0,9.0,13.0,2.0,7.0,1.0,5.0,8.0,6.0,15.0,3.0,14.0,10.0,4.0,11.0,11.0,47.66
12.0,9.0,13.0,2.0,7.0,3.0,5.0,8.0,6.0,15.0,1.0,14.0,10.0,4.0,11.0,11.0,48.6
9.0,7.0,10.0,4.0,12.0,1.0,6.0,8.0,5.0,15.0,2.0,14.0,11.0,3.0,13.0,11.0,56.53
9.0,6.0,1.0,2.0,7.0,11.0,5.0,8.0,4.0,15.0,13.0,14.0,3.0,12.0,10.0,11.0,60.56
9.0,6.0,13.0,2.0,7.0,3.0,4.0,8.0,5.0,15.0,1.0,14.0,10.0,12.0,11.0,11.0,39.88
11.0,5.0,12.0,3.0,7.0,1.0,6.0,8.0,4.0,15.0,13.0,14.0,9.0,10.0,2.0,11.0,55.4
12.0,9.0,13.0,2.0,1.0,10.0,5.0,8.0,6.0,15.0,3.0,14.0,4.0,7.0,11.0,11.0,63.3
9.0,7.0,12.0,13.0,4.0,1.0,5.0,8.0,6.0,15.0,3.0,11.0,14.0,2.0,10.0,11.0,62.03
9.0,7.0,10.0,6.0,12.0,1.0,5.0,14.0,13.0,15.0,3.0,8.0,4.0,2.0,11.0,11.0,72.5
6.0,15.0,5.0,9.0,12.0,3.0,10.0,8.0,4.0,14.0,2.0,7.0,11.0,1.0,13.0,11.0,80.94
11.0,15.0,13.0,2.0,7.0,1.0,5.0,8.0,14.0,9.0,3.0,12.0,10.0,4.0,6.0,11.0,68.0
