0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9.0,6.0,12.0,2.0,8.0,1.0,4.0,7.0,5.0,3.0,14.0,13.0,15.0,10.0,11.0,70.0,33.25
10.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,9.0,11.0,70.0,33.25
9.0,4.0,12.0,2.0,8.0,6.0,1.0,7.0,5.0,3.0,13.0,14.0,15.0,10.0,11.0,70.0,42.66
9.0,5.0,12.0,3.0,8.0,1.0,4.0,7.0,6.0,2.0,14.0,13.0,10.0,15.0,11.0,70.0,37.16
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,70.0,31.78
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,11.0,15.0,10.0,70.0,35.5
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,9.0,15.0,11.0,70.0,32.72
9.0,6.0,10.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,12.0,11.0,70.0,32.94
9.0,6.0,12.0,2.0,8.0,1.0,4.0,7.0,5.0,3.0,13.0,14.0,15.0,11.0,10.0,70.0,35.0
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,70.0,30.25
9.0,1.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,6.0,14.0,13.0,15.0,10.0,11.0,70.0,45.97
9.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,14.0,13.0,10.0,15.0,11.0,70.0,34.78
9.0,6.0,10.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,12.0,14.0,15.0,13.0,11.0,70.0,40.6
9.0,6.0,12.0,2.0,7.0,3.0,4.0,8.0,5.0,1.0,13.0,14.0,15.0,10.0,11.0,70.0,34.6
9.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,14.0,3.0,5.0,13.0,15.0,10.0,11.0,70.0,49.66
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,70.0,31.88
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,70.0,31.19
9.0,6.0,12.0,2.0,8.0,1.0,4.0,7.0,5.0,3.0,13.0,14.0,15.0,10.0,11.0,70.0,33.25
10.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,11.0,13.0,15.0,9.0,14.0,70.0,41.94
10.0,6.0,5.0,1.0,8.0,3.0,4.0,7.0,12.0,2.0,14.0,13.0,15.0,9.0,11.0,70.0,51.3
9.0,6.0,12.0,2.0,8.0,1.0,4.0,7.0,5.0,3.0,13.0,14.0,15.0,10.0,11.0,70.0,33.25
10.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,14.0,13.0,15.0,9.0,11.0,70.0,34.3
9.0,6.0,14.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,12.0,15.0,10.0,11.0,70.0,33.3
9.0,13.0,6.0,1.0,8.0,3.0,5.0,7.0,4.0,2.0,12.0,14.0,15.0,10.0,11.0,70.0,57.66
9.0,6.0,12.0,3.0,8.0,1.0,15.0,7.0,5.0,2.0,13.0,14.0,4.0,10.0,11.0,70.0,42.53
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,70.0,31.88
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,70.0,30.25
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,14.0,2.0,13.0,5.0,15.0,11.0,10.0,70.0,51.1
14.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,13.0,9.0,15.0,10.0,11.0,70.0,46.44
10.0,6.0,12.0,1.0,8.0,4.0,13.0,7.0,5.0,2.0,3.0,14.0,15.0,9.0,11.0,70.0,52.47
9.0,6.0,12.0,2.0,8.0,1.0,4.0,7.0,5.0,3.0,13.0,14.0,10.0,15.0,11.0,70.0,35.78
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,13.0,2.0,14.0,5.0,15.0,10.0,11.0,70.0,53.44
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,11.0,10.0,70.0,32.94
9.0,6.0,11.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,12.0,70.0,33.66
10.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,9.0,11.0,70.0,33.88
9.0,6.0,14.0,1.0,8.0,3.0,5.0,7.0,4.0,2.0,12.0,13.0,15.0,10.0,11.0,70.0,36.1
9.0,6.0,12.0,3.0,8.0,14.0,4.0,7.0,5.0,2.0,13.0,1.0,15.0,11.0,10.0,70.0,45.22
10.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,9.0,11.0,70.0,33.25
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,11.0,14.0,15.0,10.0,13.0,70.0,36.8
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,70.0,31.78
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,9.0,11.0,70.0,32.34
9.0,6.0,14.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,13.0,12.0,15.0,10.0,11.0,70.0,35.28
9.0,6.0,12.0,2.0,8.0,1.0,4.0,7.0,5.0,15.0,14.0,13.0,3.0,10.0,11.0,70.0,43.94
9.0,6.0,14.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,12.0,13.0,15.0,10.0,11.0,70.0,32.84
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,10.0,15.0,11.0,70.0,32.78
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,2.0,5.0,13.0,14.0,15.0,10.0,11.0,70.0,41.3
6.0,9.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,70.0,37.62
9.0,2.0,12.0,1.0,8.0,6.0,4.0,7.0,5.0,3.0,13.0,14.0,10.0,15.0,11.0,70.0,49.66
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,9.0,15.0,11.0,70.0,32.72
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,11.0,10.0,70.0,32.94
9.0,6.0,12.0,1.0,8.0,3.0,4.0,13.0,5.0,2.0,7.0,14.0,15.0,10.0,11.0,70.0,57.34
1.0,6.0,10.0,3.0,8.0,11.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,9.0,12.0,70.0,53.22
10.0,6.0,15.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,12.0,9.0,11.0,70.0,39.56
9.0,6.0,12.0,2.0,8.0,1.0,4.0,7.0,5.0,3.0,14.0,13.0,15.0,10.0,11.0,70.0,33.25
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,70.0,31.19
9.0,6.0,12.0,1.0,8.0,10.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,11.0,3.0,70.0,49.28
9.0,6.0,12.0,15.0,8.0,4.0,1.0,7.0,5.0,2.0,13.0,14.0,10.0,3.0,11.0,70.0,42.53
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,10.0,11.0,70.0,31.88
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,11.0,10.0,70.0,32.0
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,70.0,31.19
9.0,6.0,14.0,1.0,8.0,3.0,5.0,7.0,4.0,2.0,12.0,13.0,15.0,10.0,11.0,70.0,36.1
9.0,6.0,13.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,12.0,14.0,15.0,10.0,11.0,70.0,34.0
9.0,6.0,12.0,3.0,2.0,8.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,70.0,55.38
9.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,14.0,13.0,15.0,10.0,11.0,70.0,32.25
10.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,9.0,11.0,70.0,33.25
9.0,6.0,11.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,12.0,70.0,32.72
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,10.0,11.0,70.0,31.78
10.0,8.0,12.0,3.0,6.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,9.0,11.0,70.0,36.03
10.0,6.0,14.0,1.0,8.0,3.0,4.0,7.0,9.0,2.0,13.0,12.0,15.0,5.0,11.0,70.0,41.22
9.0,6.0,12.0,1.0,14.0,2.0,4.0,7.0,5.0,3.0,8.0,13.0,15.0,10.0,11.0,70.0,50.88
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,10.0,11.0,70.0,31.88
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,70.0,31.78
9.0,6.0,11.0,2.0,8.0,1.0,4.0,7.0,5.0,3.0,14.0,13.0,15.0,10.0,12.0,70.0,35.72
9.0,6.0,12.0,3.0,8.0,13.0,1.0,7.0,5.0,2.0,14.0,4.0,15.0,10.0,11.0,70.0,52.44
10.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,9.0,15.0,11.0,70.0,33.66
9.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,14.0,13.0,15.0,11.0,10.0,70.0,34.0
9.0,6.0,12.0,3.0,8.0,5.0,4.0,7.0,1.0,2.0,14.0,13.0,15.0,10.0,11.0,70.0,37.7
10.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,2.0,5.0,13.0,14.0,15.0,9.0,11.0,70.0,43.44
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,15.0,13.0,14.0,11.0,10.0,70.0,38.53
10.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,9.0,15.0,11.0,70.0,33.66
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,70.0,30.25
9.0,6.0,7.0,1.0,8.0,4.0,3.0,10.0,5.0,2.0,13.0,14.0,15.0,12.0,11.0,70.0,51.75
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,11.0,10.0,70.0,32.94
9.0,6.0,12.0,3.0,7.0,1.0,4.0,8.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,70.0,33.94
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,30.25
9.0,6.0,10.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,12.0,11.0,71.0,35.66
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,9.0,11.0,71.0,32.34
9.0,4.0,11.0,1.0,8.0,3.0,6.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,12.0,71.0,38.84
8.0,6.0,13.0,1.0,9.0,3.0,4.0,7.0,5.0,2.0,14.0,12.0,15.0,10.0,11.0,71.0,39.47
9.0,6.0,12.0,3.0,8.0,1.0,4.0,10.0,5.0,2.0,14.0,13.0,15.0,11.0,7.0,71.0,45.6
9.0,6.0,12.0,5.0,8.0,2.0,4.0,7.0,1.0,3.0,13.0,14.0,15.0,10.0,11.0,71.0,38.44
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,14.0,13.0,2.0,15.0,10.0,11.0,71.0,46.4
9.0,6.0,10.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,12.0,11.0,71.0,34.56
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,11.0,10.0,15.0,71.0,36.9
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,9.0,11.0,71.0,32.34
9.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,13.0,14.0,15.0,10.0,11.0,71.0,32.25
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,30.25
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,71.0,31.78
10.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,13.0,14.0,15.0,9.0,11.0,71.0,34.3
10.0,6.0,12.0,1.0,8.0,3.0,5.0,7.0,4.0,2.0,14.0,13.0,15.0,9.0,11.0,71.0,35.6
9.0,6.0,12.0,3.0,8.0,1.0,5.0,7.0,15.0,2.0,13.0,14.0,4.0,10.0,11.0,71.0,45.22
11.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,9.0,71.0,34.7
9.0,6.0,12.0,1.0,8.0,4.0,3.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,11.0,71.0,33.47
9.0,6.0,12.0,2.0,8.0,3.0,7.0,4.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,71.0,45.38
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,11.0,10.0,71.0,32.0
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,11.0,10.0,71.0,32.0
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,11.0,10.0,71.0,32.0
5.0,6.0,10.0,2.0,8.0,3.0,4.0,7.0,9.0,1.0,13.0,14.0,15.0,12.0,11.0,71.0,44.97
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,13.0,2.0,5.0,14.0,15.0,10.0,11.0,71.0,51.75
10.0,6.0,12.0,3.0,7.0,1.0,4.0,8.0,5.0,2.0,13.0,14.0,9.0,15.0,11.0,71.0,37.16
9.0,6.0,10.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,12.0,11.0,71.0,33.88
10.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,9.0,11.0,71.0,33.94
9.0,6.0,14.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,12.0,15.0,10.0,11.0,71.0,33.3
10.0,6.0,13.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,12.0,14.0,9.0,15.0,11.0,71.0,36.47
9.0,6.0,12.0,1.0,8.0,2.0,5.0,7.0,4.0,3.0,13.0,14.0,15.0,10.0,11.0,71.0,35.9
10.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,9.0,11.0,71.0,33.88
10.0,6.0,12.0,1.0,8.0,3.0,5.0,7.0,4.0,2.0,13.0,14.0,15.0,9.0,11.0,71.0,35.6
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,71.0,31.78
9.0,6.0,12.0,3.0,15.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,8.0,10.0,11.0,71.0,35.5
9.0,6.0,12.0,2.0,8.0,1.0,4.0,7.0,5.0,3.0,13.0,14.0,15.0,10.0,11.0,71.0,33.25
6.0,9.0,12.0,3.0,8.0,4.0,1.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,11.0,71.0,42.22
10.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,14.0,13.0,15.0,9.0,11.0,71.0,34.3
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,9.0,11.0,71.0,32.34
9.0,6.0,12.0,1.0,3.0,8.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,11.0,71.0,52.72
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,11.0,71.0,31.19
9.0,6.0,12.0,2.0,13.0,1.0,4.0,7.0,5.0,3.0,8.0,14.0,15.0,10.0,11.0,71.0,55.44
9.0,6.0,11.0,2.0,8.0,4.0,1.0,7.0,5.0,3.0,14.0,13.0,15.0,10.0,12.0,71.0,35.25
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,11.0,71.0,31.19
10.0,6.0,12.0,1.0,8.0,3.0,5.0,7.0,4.0,2.0,13.0,14.0,15.0,9.0,11.0,71.0,35.6
9.0,6.0,12.0,3.0,8.0,1.0,11.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,4.0,71.0,42.53
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,10.0,2.0,13.0,14.0,15.0,5.0,11.0,71.0,40.1
9.0,6.0,12.0,2.0,8.0,1.0,4.0,7.0,5.0,3.0,14.0,13.0,15.0,10.0,11.0,71.0,33.25
9.0,6.0,14.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,13.0,12.0,15.0,10.0,11.0,71.0,34.84
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,9.0,11.0,71.0,32.34
9.0,6.0,10.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,12.0,11.0,71.0,34.56
9.0,6.0,12.0,3.0,15.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,8.0,10.0,11.0,71.0,35.5
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,10.0,11.0,71.0,31.78
10.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,9.0,11.0,71.0,33.88
10.0,6.0,12.0,1.0,8.0,4.0,3.0,7.0,5.0,2.0,13.0,14.0,15.0,9.0,11.0,71.0,35.56
9.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,11.0,13.0,15.0,10.0,14.0,71.0,38.94
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,13.0,1.0,14.0,15.0,10.0,11.0,71.0,45.25
9.0,6.0,12.0,3.0,8.0,2.0,10.0,7.0,5.0,1.0,14.0,13.0,15.0,11.0,4.0,71.0,43.06
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,11.0,10.0,71.0,32.0
10.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,9.0,11.0,71.0,33.25
9.0,6.0,7.0,1.0,8.0,3.0,4.0,12.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,51.88
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,71.0,31.78
9.0,6.0,12.0,1.0,8.0,3.0,15.0,7.0,5.0,2.0,14.0,13.0,4.0,10.0,11.0,71.0,43.62
10.0,6.0,11.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,9.0,15.0,12.0,71.0,34.94
9.0,6.0,10.0,3.0,8.0,2.0,4.0,7.0,5.0,15.0,13.0,14.0,1.0,12.0,11.0,71.0,42.75
9.0,6.0,15.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,12.0,14.0,10.0,11.0,71.0,37.44
11.0,6.0,14.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,12.0,15.0,10.0,9.0,71.0,39.4
10.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,9.0,11.0,71.0,33.88
10.0,6.0,14.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,12.0,15.0,9.0,11.0,71.0,36.3
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,30.25
9.0,6.0,10.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,12.0,11.0,71.0,33.88
9.0,6.0,12.0,1.0,8.0,4.0,3.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,33.47
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,11.0,10.0,71.0,32.0
9.0,5.0,11.0,1.0,8.0,3.0,4.0,7.0,6.0,2.0,14.0,13.0,15.0,10.0,12.0,71.0,36.16
9.0,6.0,12.0,1.0,8.0,3.0,4.0,5.0,7.0,2.0,14.0,13.0,15.0,10.0,11.0,71.0,37.34
9.0,6.0,13.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,12.0,14.0,10.0,15.0,11.0,71.0,36.53
14.0,6.0,9.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,12.0,13.0,15.0,10.0,11.0,71.0,40.88
9.0,12.0,13.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,6.0,15.0,10.0,11.0,71.0,56.0
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,30.25
9.0,6.0,10.0,2.0,8.0,3.0,4.0,7.0,5.0,11.0,14.0,13.0,15.0,12.0,1.0,71.0,49.94
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,71.0,31.88
9.0,6.0,12.0,3.0,7.0,4.0,1.0,8.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,37.56
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,11.0,71.0,31.19
9.0,6.0,11.0,14.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,12.0,15.0,10.0,2.0,71.0,44.34
9.0,6.0,10.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,12.0,11.0,71.0,35.06
10.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,9.0,14.0,15.0,11.0,71.0,48.56
9.0,6.0,12.0,1.0,8.0,4.0,3.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,33.47
10.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,9.0,15.0,11.0,71.0,33.66
10.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,9.0,11.0,71.0,33.25
9.0,6.0,11.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,12.0,71.0,34.25
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,30.25
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,9.0,11.0,71.0,32.34
11.0,6.0,12.0,3.0,7.0,1.0,4.0,8.0,5.0,2.0,13.0,14.0,15.0,10.0,9.0,71.0,38.28
6.0,9.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,71.0,37.62
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,10.0,15.0,11.0,71.0,32.78
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,11.0,10.0,71.0,33.62
10.0,6.0,12.0,1.0,8.0,3.0,4.0,5.0,7.0,2.0,13.0,14.0,15.0,9.0,11.0,71.0,39.4
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,10.0,11.0,71.0,31.88
3.0,6.0,12.0,2.0,8.0,11.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,9.0,10.0,71.0,51.28
9.0,6.0,11.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,12.0,71.0,32.25
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,9.0,15.0,11.0,72.0,32.72
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,11.0,10.0,72.0,32.0
9.0,6.0,12.0,3.0,8.0,1.0,4.0,7.0,5.0,15.0,13.0,14.0,2.0,10.0,11.0,72.0,45.72
10.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,14.0,13.0,9.0,15.0,11.0,72.0,34.72
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,10.0,11.0,72.0,30.25
8.0,6.0,10.0,4.0,9.0,2.0,3.0,7.0,5.0,1.0,13.0,14.0,15.0,12.0,11.0,72.0,41.56
10.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,9.0,11.0,72.0,33.94
10.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,14.0,13.0,15.0,9.0,11.0,72.0,34.3
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,10.0,11.0,72.0,31.88
9.0,6.0,10.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,12.0,11.0,72.0,34.47
9.0,6.0,12.0,2.0,8.0,3.0,4.0,1.0,5.0,7.0,14.0,13.0,15.0,10.0,11.0,72.0,50.4
9.0,6.0,13.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,12.0,15.0,10.0,11.0,72.0,34.47
9.0,6.0,12.0,1.0,8.0,2.0,4.0,7.0,5.0,3.0,13.0,14.0,15.0,10.0,11.0,72.0,32.25
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,9.0,15.0,11.0,72.0,32.72
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,10.0,11.0,72.0,31.78
11.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,15.0,10.0,9.0,72.0,34.7
9.0,6.0,12.0,2.0,8.0,3.0,4.0,7.0,5.0,1.0,14.0,13.0,15.0,10.0,11.0,72.0,31.88
9.0,6.0,12.0,2.0,8.0,4.0,1.0,7.0,5.0,3.0,13.0,14.0,15.0,11.0,10.0,72.0,34.53
9.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,13.0,14.0,15.0,11.0,10.0,72.0,32.0
9.0,6.0,12.0,3.0,8.0,2.0,4.0,7.0,5.0,1.0,13.0,14.0,15.0,10.0,11.0,72.0,31.78
10.0,6.0,12.0,1.0,8.0,3.0,4.0,7.0,5.0,2.0,14.0,13.0,9.0,15.0,11.0,72.0,32.72
